customer_id,name,gender,age,city,area,loyalty_tier
C0406,Ali Rizvi,Male,41,Karachi,Clifton,Bronze
C0407,Sana Butt,Female,24,Karachi,Gulshan-e-Iqbal,Bronze
C0408,Zain Khan,Male,33,Karachi,Korangi,Bronze
C0409,Salman Qureshi,Male,36,Karachi,Malir,Bronze
C0410,Aisha Siddiqui,Female,40,Karachi,Federal B Area,Bronze
C0411,Iqra Farooq,Female,42,Karachi,Malir,Bronze
C0412,Asad Iqbal,Male,23,Karachi,Nazimabad,Bronze
C0413,Aroha Rizvi,Female,19,Karachi,Defence (DHA),Gold
C0414,Ayesha Hussain,Female,47,Karachi,Defence (DHA),Gold
C0415,Sara Qureshi,Female,38,Karachi,PECHS,Silver
C0416,Iqra Baig,Female,27,Karachi,Federal B Area,Gold
C0417,Sara Sheikh,Female,50,Karachi,Bahadurabad,Silver
C0418,Uzma Baig,Female,36,Karachi,Tariq Road,Silver
C0419,Aisha Hussain,Female,46,Karachi,PECHS,Bronze
C0420,Amna Rizvi,Female,35,Karachi,Defence (DHA),Bronze
C0421,Ayesha Malik,Female,55,Karachi,Clifton,Bronze
C0422,Faisal Ahmed,Male,52,Karachi,Gulistan-e-Johar,Gold
C0423,Faisal Ahmed,Male,32,Karachi,North Nazimabad,Bronze
C0424,Hina Siddiqui,Female,44,Karachi,Gulshan-e-Iqbal,Gold
C0425,Salman Rizvi,Male,41,Karachi,Korangi,Silver
C0426,Mariam Hussain,Female,48,Karachi,Gulistan-e-Johar,Bronze
C0427,Saad Butt,Male,25,Karachi,Federal B Area,Silver
C0428,Bilal Raza,Male,41,Karachi,Lyari,Bronze
C0429,Naeem Rizvi,Male,45,Karachi,Clifton,Gold
C0430,Aisha Khan,Female,18,Karachi,Saddar,Bronze
C0431,Junaid Hussain,Male,23,Karachi,Korangi,Gold
C0432,Sana Farooq,Female,18,Karachi,Korangi,Bronze
C0433,Junaid Ansari,Male,32,Karachi,PECHS,Bronze
C0434,Nadia Khan,Female,42,Karachi,PECHS,Bronze
C0435,Sobia Qureshi,Female,50,Karachi,Clifton,Silver
C0436,Saima Farooq,Female,35,Karachi,Nazimabad,Bronze
C0437,Bilal Siddiqui,Male,51,Karachi,Korangi,Bronze
C0438,Ahmed Malik,Male,21,Karachi,Malir,Bronze
C0439,Mariam Hussain,Female,18,Karachi,Bahadurabad,Silver
C0440,Tariq Baig,Male,34,Karachi,PECHS,Bronze
C0441,Asad Hussain,Male,38,Karachi,Clifton,Bronze
C0442,Hina Hussain,Female,34,Karachi,Nazimabad,Silver
C0443,Omar Rizvi,Male,18,Karachi,Clifton,Bronze
C0444,Saima Iqbal,Female,34,Karachi,Korangi,Silver
C0445,Faisal Ali,Male,21,Karachi,Federal B Area,Bronze
C0446,Zara Sheikh,Female,41,Karachi,Gulshan-e-Iqbal,Silver
C0447,Saad Iqbal,Male,38,Karachi,Clifton,Bronze
C0448,Hina Qureshi,Female,25,Karachi,PECHS,Bronze
C0449,Hamza Hashmi,Male,29,Karachi,Tariq Road,Bronze
C0450,Hamza Raza,Male,24,Karachi,Korangi,Bronze
C0451,Sara Khan,Female,34,Karachi,Malir,Bronze
C0452,Zain Ali,Male,44,Karachi,Gulshan-e-Iqbal,Bronze
C0453,Fahad Ahmed,Male,25,Karachi,North Nazimabad,Gold
C0454,Aisha Hussain,Female,40,Karachi,Malir,Bronze
C0455,Salman Baig,Male,29,Karachi,Malir,Bronze
C0456,Uzma Ali,Female,27,Karachi,Gulistan-e-Johar,Gold
C0457,Kamran Sheikh,Male,33,Karachi,Clifton,Gold
C0458,Maryam Siddiqui,Female,24,Karachi,PECHS,Gold
C0459,Ahmed Hussain,Male,29,Karachi,Korangi,Silver
C0460,Ayesha Chaudhry,Female,23,Karachi,Lyari,Bronze
C0461,Bushra Siddiqui,Female,54,Karachi,Saddar,Bronze
C0462,Ali Raza,Male,35,Karachi,Bahadurabad,Silver
C0463,Faisal Qureshi,Male,28,Karachi,North Nazimabad,Bronze
C0464,Asad Ahmed,Male,37,Karachi,Defence (DHA),Silver
C0465,Noor Butt,Female,33,Karachi,Federal B Area,Bronze
C0466,Omar Farooq,Male,32,Karachi,Saddar,Bronze
C0467,Sobia Mirza,Female,41,Karachi,Defence (DHA),Bronze
C0468,Hamza Butt,Male,42,Karachi,Malir,Bronze
C0469,Fahad Ansari,Male,29,Karachi,Gulistan-e-Johar,Silver
C0470,Aisha Baig,Female,29,Karachi,Gulistan-e-Johar,Silver
C0471,Saima Raza,Female,32,Karachi,Clifton,Bronze
C0472,Fahad Rizvi,Male,18,Karachi,Defence (DHA),Silver
C0473,Sana Hashmi,Female,19,Karachi,Gulshan-e-Iqbal,Bronze
C0474,Ayesha Farooq,Female,48,Karachi,Clifton,Bronze
C0475,Mehwish Mirza,Female,51,Karachi,Gulistan-e-Johar,Bronze
C0476,Bushra Ali,Female,32,Karachi,Federal B Area,Silver
C0477,Ali Malik,Male,40,Karachi,Malir,Silver
C0478,Usman Qureshi,Male,38,Karachi,Tariq Road,Silver
C0479,Raza Qureshi,Male,65,Karachi,Lyari,Gold
C0480,Fatima Qureshi,Female,46,Karachi,Defence (DHA),Gold
C0481,Raza Butt,Male,33,Karachi,PECHS,Silver
C0482,Naeem Butt,Male,25,Karachi,Federal B Area,Bronze
C0483,Uzma Hashmi,Female,18,Karachi,Federal B Area,Silver
C0484,Amna Baig,Female,37,Karachi,Federal B Area,Silver
C0485,Hina Rizvi,Female,27,Karachi,Tariq Road,Silver
C0486,Kamran Mirza,Male,20,Karachi,Malir,Bronze
C0487,Omar Khan,Male,28,Karachi,Saddar,Bronze
C0488,Sara Siddiqui,Female,24,Karachi,Defence (DHA),Bronze
C0489,Sobia Butt,Female,51,Karachi,Korangi,Bronze
C0490,Amna Rizvi,Female,43,Karachi,PECHS,Silver
C0491,Noor Ansari,Female,34,Karachi,PECHS,Silver
C0492,Omar Iqbal,Male,49,Karachi,Korangi,Bronze
C0493,Hamza Ahmed,Male,35,Karachi,Lyari,Silver
C0494,Ahmed Raza,Male,26,Karachi,Clifton,Silver
C0495,Usman Siddiqui,Male,50,Karachi,Gulshan-e-Iqbal,Bronze
C0496,Bushra Ahmed,Female,40,Karachi,Bahadurabad,Silver
C0497,Iqra Khan,Female,24,Karachi,Gulshan-e-Iqbal,Bronze
C0498,Fatima Khan,Female,33,Karachi,Federal B Area,Silver
C0499,Fatima Farooq,Female,26,Karachi,Lyari,Silver
C0500,Nadia Sheikh,Female,21,Karachi,North Nazimabad,Bronze
